fetch_card_id,image_url,name,card_code,rarity,print_finish,set_name
mtg_232_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_232_r_m21_normal.png,Mazemind Tome,232,Rare,Normal,Core Set 2021
mtg_234_u_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_234_u_m21_foil.png,Palladium Myr,234,Uncommon,Foil,Core Set 2021
mtg_234_u_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_234_u_m21_normal.png,Palladium Myr,234,Uncommon,Normal,Core Set 2021
mtg_239_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_239_r_m21_foil.png,Solemn Simulacrum,239,Rare,Foil,Core Set 2021
mtg_239_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_239_r_m21_normal.png,Solemn Simulacrum,239,Rare,Normal,Core Set 2021
mtg_240_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_240_r_m21_foil.png,Sparkhunter Masticore,240,Rare,Foil,Core Set 2021
mtg_240_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_240_r_m21_normal.png,Sparkhunter Masticore,240,Rare,Normal,Core Set 2021
mtg_241_u_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_241_u_m21_foil.png,Tormod's Crypt,241,Uncommon,Foil,Core Set 2021
mtg_241_u_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_241_u_m21_normal.png,Tormod's Crypt,241,Uncommon,Normal,Core Set 2021
mtg_242_animal-sanctuary_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_242_animal-sanctuary_r_m21_foil.png,Animal Sanctuary,242_animal-sanctuary,Rare,Foil,Core Set 2021
mtg_242_animal-sanctuary_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_242_animal-sanctuary_r_m21_normal.png,Animal Sanctuary,242_animal-sanctuary,Rare,Normal,Core Set 2021
mtg_246_fabled-passage_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_246_fabled-passage_r_m21_foil.png,Fabled Passage,246_fabled-passage,Rare,Foil,Core Set 2021
mtg_246_fabled-passage_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_246_fabled-passage_r_m21_normal.png,Fabled Passage,246_fabled-passage,Rare,Normal,Core Set 2021
mtg_25_u_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_25_u_m21_foil.png,Light of Promise,25,Uncommon,Foil,Core Set 2021
mtg_25_u_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_25_u_m21_normal.png,Light of Promise,25,Uncommon,Normal,Core Set 2021
mtg_252_temple-of-epiphany_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_252_temple-of-epiphany_r_m21_foil.png,Temple of Epiphany,252_temple-of-epiphany,Rare,Foil,Core Set 2021
mtg_252_temple-of-epiphany_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_252_temple-of-epiphany_r_m21_normal.png,Temple of Epiphany,252_temple-of-epiphany,Rare,Normal,Core Set 2021
mtg_253_temple-of-malady_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_253_temple-of-malady_r_m21_foil.png,Temple of Malady,253_temple-of-malady,Rare,Foil,Core Set 2021
mtg_253_temple-of-malady_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_253_temple-of-malady_r_m21_normal.png,Temple of Malady,253_temple-of-malady,Rare,Normal,Core Set 2021
mtg_254_temple-of-mystery_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_254_temple-of-mystery_r_m21_foil.png,Temple of Mystery,254_temple-of-mystery,Rare,Foil,Core Set 2021
mtg_254_temple-of-mystery_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_254_temple-of-mystery_r_m21_normal.png,Temple of Mystery,254_temple-of-mystery,Rare,Normal,Core Set 2021
mtg_255_temple-of-silence_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_255_temple-of-silence_r_m21_foil.png,Temple of Silence,255_temple-of-silence,Rare,Foil,Core Set 2021
mtg_255_temple-of-silence_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_255_temple-of-silence_r_m21_normal.png,Temple of Silence,255_temple-of-silence,Rare,Normal,Core Set 2021
mtg_256_temple-of-triumph_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_256_temple-of-triumph_r_m21_foil.png,Temple of Triumph,256_temple-of-triumph,Rare,Foil,Core Set 2021
mtg_256_temple-of-triumph_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_256_temple-of-triumph_r_m21_normal.png,Temple of Triumph,256_temple-of-triumph,Rare,Normal,Core Set 2021
mtg_27_m_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_27_m_m21_foil.png,"Mangara, the Diplomat",27,Mythic,Foil,Core Set 2021
mtg_27_m_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_27_m_m21_normal.png,"Mangara, the Diplomat",27,Mythic,Normal,Core Set 2021
mtg_28_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_28_r_m21_foil.png,Nine Lives,28,Rare,Foil,Core Set 2021
mtg_28_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_28_r_m21_normal.png,Nine Lives,28,Rare,Normal,Core Set 2021
mtg_32_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_32_r_m21_foil.png,Runed Halo,32,Rare,Foil,Core Set 2021
mtg_32_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_32_r_m21_normal.png,Runed Halo,32,Rare,Normal,Core Set 2021
mtg_328_m_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_328_m_m21_foil.png,"Liliana, Death Mage",328,Mythic,Foil,Core Set 2021
mtg_33_u_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_33_u_m21_foil.png,Sanctum of Tranquil Light,33,Uncommon,Foil,Core Set 2021
mtg_33_u_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_33_u_m21_normal.png,Sanctum of Tranquil Light,33,Uncommon,Normal,Core Set 2021
mtg_36_u_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_36_u_m21_foil.png,Selfless Savior,36,Uncommon,Foil,Core Set 2021
mtg_36_u_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_36_u_m21_normal.png,Selfless Savior,36,Uncommon,Normal,Core Set 2021
mtg_38_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_38_r_m21_foil.png,Speaker of the Heavens,38,Rare,Foil,Core Set 2021
mtg_38_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_38_r_m21_normal.png,Speaker of the Heavens,38,Rare,Normal,Core Set 2021
mtg_45_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_45_r_m21_foil.png,"Barrin, Tolarian Archmage",45,Rare,Foil,Core Set 2021
mtg_45_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_45_r_m21_normal.png,"Barrin, Tolarian Archmage",45,Rare,Normal,Core Set 2021
mtg_48_m_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_48_m_m21_foil.png,Discontinuity,48,Mythic,Foil,Core Set 2021
mtg_48_m_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_48_m_m21_normal.png,Discontinuity,48,Mythic,Normal,Core Set 2021
mtg_52_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_52_r_m21_foil.png,Ghostly Pilferer,52,Rare,Foil,Core Set 2021
mtg_52_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_52_r_m21_normal.png,Ghostly Pilferer,52,Rare,Normal,Core Set 2021
mtg_57_u_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_57_u_m21_foil.png,Miscast,57,Uncommon,Foil,Core Set 2021
mtg_57_u_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_57_u_m21_normal.png,Miscast,57,Uncommon,Normal,Core Set 2021
mtg_6_m_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_6_m_m21_foil.png,Baneslayer Angel,6,Mythic,Foil,Core Set 2021
mtg_6_m_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_6_m_m21_normal.png,Baneslayer Angel,6,Mythic,Normal,Core Set 2021
mtg_60_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_60_r_m21_foil.png,Pursued Whale,60,Rare,Foil,Core Set 2021
mtg_60_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_60_r_m21_normal.png,Pursued Whale,60,Rare,Normal,Core Set 2021
mtg_63_u_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_63_u_m21_foil.png,Rewind,63,Uncommon,Foil,Core Set 2021
mtg_63_u_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_63_u_m21_normal.png,Rewind,63,Uncommon,Normal,Core Set 2021
mtg_68_u_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_68_u_m21_foil.png,Sanctum of Calm Waters,68,Uncommon,Foil,Core Set 2021
mtg_68_u_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_68_u_m21_normal.png,Sanctum of Calm Waters,68,Uncommon,Normal,Core Set 2021
mtg_69_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_69_r_m21_foil.png,See the Truth,69,Rare,Foil,Core Set 2021
mtg_69_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_69_r_m21_normal.png,See the Truth,69,Rare,Normal,Core Set 2021
mtg_7_m_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_7_m_m21_foil.png,Basri Ket,7,Mythic,Foil,Core Set 2021
mtg_7_m_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_7_m_m21_normal.png,Basri Ket,7,Mythic,Normal,Core Set 2021
mtg_70_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_70_r_m21_foil.png,Shacklegeist,70,Rare,Foil,Core Set 2021
mtg_70_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_70_r_m21_normal.png,Shacklegeist,70,Rare,Normal,Core Set 2021
mtg_73_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_73_r_m21_foil.png,Stormwing Entity,73,Rare,Foil,Core Set 2021
mtg_73_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_73_r_m21_normal.png,Stormwing Entity,73,Rare,Normal,Core Set 2021
mtg_74_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_74_r_m21_foil.png,Sublime Epiphany,74,Rare,Foil,Core Set 2021
mtg_74_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_74_r_m21_normal.png,Sublime Epiphany,74,Rare,Normal,Core Set 2021
mtg_76_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_76_r_m21_foil.png,Teferi's Ageless Insight,76,Rare,Foil,Core Set 2021
mtg_76_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_76_r_m21_normal.png,Teferi's Ageless Insight,76,Rare,Normal,Core Set 2021
mtg_78_u_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_78_u_m21_foil.png,Teferi's Tutelage,78,Uncommon,Foil,Core Set 2021
mtg_78_u_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_78_u_m21_normal.png,Teferi's Tutelage,78,Uncommon,Normal,Core Set 2021
mtg_82_u_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_82_u_m21_foil.png,Unsubstantiate,82,Uncommon,Foil,Core Set 2021
mtg_82_u_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_82_u_m21_normal.png,Unsubstantiate,82,Uncommon,Normal,Core Set 2021
mtg_9_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_9_r_m21_foil.png,Basri's Lieutenant,9,Rare,Foil,Core Set 2021
mtg_9_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_9_r_m21_normal.png,Basri's Lieutenant,9,Rare,Normal,Core Set 2021
mtg_95_r_m21_foil,https://card-images.fetchtcg.com/mtg/2607/large/mtg_95_r_m21_foil.png,Demonic Embrace,95,Rare,Foil,Core Set 2021
mtg_95_r_m21_normal,https://card-images.fetchtcg.com/mtg/2607/large/mtg_95_r_m21_normal.png,Demonic Embrace,95,Rare,Normal,Core Set 2021
mtg_114_r_dis_foil,https://card-images.fetchtcg.com/mtg/2619/large/mtg_114_r_dis_foil.png,Isperia the Inscrutable,114,Rare,Foil,Dissension
mtg_114_r_dis_normal,https://card-images.fetchtcg.com/mtg/2619/large/mtg_114_r_dis_normal.png,Isperia the Inscrutable,114,Rare,Normal,Dissension
mtg_21_r_dis_foil,https://card-images.fetchtcg.com/mtg/2619/large/mtg_21_r_dis_foil.png,Wakestone Gargoyle,21,Rare,Foil,Dissension
mtg_21_r_dis_normal,https://card-images.fetchtcg.com/mtg/2619/large/mtg_21_r_dis_normal.png,Wakestone Gargoyle,21,Rare,Normal,Dissension
mtg_146_r_dom_foil,https://card-images.fetchtcg.com/mtg/2624/large/mtg_146_r_dom_foil.png,"Squee, the Immortal",146,Rare,Foil,Dominaria
mtg_146_r_dom_normal,https://card-images.fetchtcg.com/mtg/2624/large/mtg_146_r_dom_normal.png,"Squee, the Immortal",146,Rare,Normal,Dominaria
mtg_183_r_dom_foil,https://card-images.fetchtcg.com/mtg/2624/large/mtg_183_r_dom_foil.png,Sylvan Awakening,183,Rare,Foil,Dominaria
mtg_183_r_dom_normal,https://card-images.fetchtcg.com/mtg/2624/large/mtg_183_r_dom_normal.png,Sylvan Awakening,183,Rare,Normal,Dominaria
mtg_60_r_dmr_foil,https://card-images.fetchtcg.com/mtg/2627/large/mtg_60_r_dmr_foil.png,Mystical Tutor,60,Rare,Foil,Dominaria Remastered
mtg_60_r_dmr_normal,https://card-images.fetchtcg.com/mtg/2627/large/mtg_60_r_dmr_normal.png,Mystical Tutor,60,Rare,Normal,Dominaria Remastered
mtg_227_r_dtk_foil,https://card-images.fetchtcg.com/mtg/2648/large/mtg_227_r_dtk_foil.png,Ojutai's Command,227,Rare,Foil,Dragons of Tarkir
mtg_227_r_dtk_normal,https://card-images.fetchtcg.com/mtg/2648/large/mtg_227_r_dtk_normal.png,Ojutai's Command,227,Rare,Normal,Dragons of Tarkir
mtg_100_m_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_100_m_afr_foil.png,"Ebondeath, Dracolich",100,Mythic,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_100_m_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_100_m_afr_normal.png,"Ebondeath, Dracolich",100,Mythic,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_103_c_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_103_c_afr_foil.png,Feign Death,103,Common,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_103_c_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_103_c_afr_normal.png,Feign Death,103,Common,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_104_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_104_r_afr_foil.png,Forsworn Paladin,104,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_104_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_104_r_afr_normal.png,Forsworn Paladin,104,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_105_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_105_r_afr_foil.png,Gelatinous Cube,105,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_105_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_105_r_afr_normal.png,Gelatinous Cube,105,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_112_m_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_112_m_afr_foil.png,"Lolth, Spider Queen",112,Mythic,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_112_m_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_112_m_afr_normal.png,"Lolth, Spider Queen",112,Mythic,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_119_c_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_119_c_afr_foil.png,Shambling Ghast,119,Common,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_119_c_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_119_c_afr_normal.png,Shambling Ghast,119,Common,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_124_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_124_r_afr_foil.png,Vorpal Sword,124,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_124_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_124_r_afr_normal.png,Vorpal Sword,124,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_126_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_126_r_afr_foil.png,Westgate Regent,126,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_126_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_126_r_afr_normal.png,Westgate Regent,126,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_127_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_127_r_afr_foil.png,Wight,127,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_127_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_127_r_afr_normal.png,Wight,127,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_132_u_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_132_u_afr_foil.png,Battle Cry Goblin,132,Uncommon,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_132_u_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_132_u_afr_normal.png,Battle Cry Goblin,132,Uncommon,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_138_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_138_r_afr_foil.png,"Delina, Wild Mage",138,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_138_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_138_r_afr_normal.png,"Delina, Wild Mage",138,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_143_m_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_143_m_afr_foil.png,Flameskull,143,Mythic,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_143_m_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_143_m_afr_normal.png,Flameskull,143,Mythic,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_147_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_147_r_afr_foil.png,Hobgoblin Bandit Lord,147,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_147_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_147_r_afr_normal.png,Hobgoblin Bandit Lord,147,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_15_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_15_r_afr_foil.png,Flumph,15,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_15_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_15_r_afr_normal.png,Flumph,15,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_155_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_155_r_afr_foil.png,Meteor Swarm,155,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_155_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_155_r_afr_normal.png,Meteor Swarm,155,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_156_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_156_r_afr_foil.png,Minion of the Mighty,156,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_156_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_156_r_afr_normal.png,Minion of the Mighty,156,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_157_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_157_r_afr_foil.png,Orb of Dragonkind,157,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_157_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_157_r_afr_normal.png,Orb of Dragonkind,157,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_160_u_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_160_u_afr_foil.png,Red Dragon,160,Uncommon,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_160_u_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_160_u_afr_normal.png,Red Dragon,160,Uncommon,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_164_c_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_164_c_afr_foil.png,Unexpected Windfall,164,Common,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_164_c_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_164_c_afr_normal.png,Unexpected Windfall,164,Common,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_166_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_166_r_afr_foil.png,Wish,166,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_166_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_166_r_afr_normal.png,Wish,166,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_167_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_167_r_afr_foil.png,Xorn,167,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_167_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_167_r_afr_normal.png,Xorn,167,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_17_m_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_17_m_afr_foil.png,Grand Master of Flowers,17,Mythic,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_17_m_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_17_m_afr_normal.png,Grand Master of Flowers,17,Mythic,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_170_u_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_170_u_afr_foil.png,You See a Pair of Goblins,170,Uncommon,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_170_u_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_170_u_afr_normal.png,You See a Pair of Goblins,170,Uncommon,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_171_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_171_r_afr_foil.png,"Zalto, Fire Giant Duke",171,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_171_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_171_r_afr_normal.png,"Zalto, Fire Giant Duke",171,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_172_m_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_172_m_afr_foil.png,"Zariel, Archduke of Avernus",172,Mythic,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_172_m_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_172_m_afr_normal.png,"Zariel, Archduke of Avernus",172,Mythic,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_176_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_176_r_afr_foil.png,Circle of Dreams Druid,176,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_176_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_176_r_afr_normal.png,Circle of Dreams Druid,176,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_18_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_18_r_afr_foil.png,Guardian of Faith,18,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_18_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_18_r_afr_normal.png,Guardian of Faith,18,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_180_u_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_180_u_afr_foil.png,Druid Class,180,Uncommon,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_180_u_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_180_u_afr_normal.png,Druid Class,180,Uncommon,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_181_m_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_181_m_afr_foil.png,Ellywick Tumblestrum,181,Mythic,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_181_m_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_181_m_afr_normal.png,Ellywick Tumblestrum,181,Mythic,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_184_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_184_r_afr_foil.png,Froghemoth,184,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_184_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_184_r_afr_normal.png,Froghemoth,184,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_190_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_190_r_afr_foil.png,Instrument of the Bards,190,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_190_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_190_r_afr_normal.png,Instrument of the Bards,190,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_193_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_193_r_afr_foil.png,Long Rest,193,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_193_r_afr_normal,https://card-images.fetchtcg.com/mtg/2698/large/mtg_193_r_afr_normal.png,Long Rest,193,Rare,Normal,Dungeons & Dragons: Adventures in the Forgotten Realms
mtg_196_r_afr_foil,https://card-images.fetchtcg.com/mtg/2698/large/mtg_196_r_afr_foil.png,Ochre Jelly,196,Rare,Foil,Dungeons & Dragons: Adventures in the Forgotten Realms
